context	ending	target_occupation	attractor_1	attractor_2	attractor_3	attractor_4	attractor_5
Daniel has a sister and now lives in Finland, Joe lives in Jakarta, Rowan lives in Warsaw, Sebastian lives in Beijing, John lives in Paris and Jack lives in Santiago.	The capital of Daniel's country is [MASK].	Helsinki	Jakarta	Warsaw	Beijing	Paris	Santiago
Daniel has a sister, played basketball and now lives in Finland, Joe lives in Jakarta, Rowan lives in Warsaw, Sebastian lives in Beijing, John lives in Paris and Jack lives in Santiago.	The capital of Daniel's country is [MASK].	Helsinki	Jakarta	Warsaw	Beijing	Paris	Santiago
Daniel has a sister, played basketball, sang in a choir and now lives in Finland, Joe lives in Jakarta, Rowan lives in Warsaw, Sebastian lives in Beijing, John lives in Paris and Jack lives in Santiago.	The capital of Daniel's country is [MASK].	Helsinki	Jakarta	Warsaw	Beijing	Paris	Santiago
Jack lives in Finland, Sebastian lives in Jakarta, Jake lives in Warsaw, Rowan lives in Paris, Daniel lives in Santiago and Joe lives in Beijing.	The capital of Jack's country is [MASK].	Helsinki	Jakarta	Warsaw	Paris	Santiago	Beijing
Jack has a sister and now lives in Finland, Sebastian lives in Jakarta, Jake lives in Warsaw, Rowan lives in Paris, Daniel lives in Santiago and Joe lives in Beijing.	The capital of Jack's country is [MASK].	Helsinki	Jakarta	Warsaw	Paris	Santiago	Beijing
Jack has a sister, played basketball and now lives in Finland, Sebastian lives in Jakarta, Jake lives in Warsaw, Rowan lives in Paris, Daniel lives in Santiago and Joe lives in Beijing.	The capital of Jack's country is [MASK].	Helsinki	Jakarta	Warsaw	Paris	Santiago	Beijing
Jack has a sister, played basketball, sang in a choir and now lives in Finland, Sebastian lives in Jakarta, Jake lives in Warsaw, Rowan lives in Paris, Daniel lives in Santiago and Joe lives in Beijing.	The capital of Jack's country is [MASK].	Helsinki	Jakarta	Warsaw	Paris	Santiago	Beijing
Daniel lives in Finland, Sebastian lives in Jakarta, John lives in Warsaw, Joe lives in Paris, Rowan lives in Beijing and Jack lives in Santiago.	The capital of Daniel's country is [MASK].	Helsinki	Jakarta	Warsaw	Paris	Beijing	Santiago
Daniel has a sister and now lives in Finland, Sebastian lives in Jakarta, John lives in Warsaw, Joe lives in Paris, Rowan lives in Beijing and Jack lives in Santiago.	The capital of Daniel's country is [MASK].	Helsinki	Jakarta	Warsaw	Paris	Beijing	Santiago
Daniel has a sister, played basketball and now lives in Finland, Sebastian lives in Jakarta, John lives in Warsaw, Joe lives in Paris, Rowan lives in Beijing and Jack lives in Santiago.	The capital of Daniel's country is [MASK].	Helsinki	Jakarta	Warsaw	Paris	Beijing	Santiago
Daniel has a sister, played basketball, sang in a choir and now lives in Finland, Sebastian lives in Jakarta, John lives in Warsaw, Joe lives in Paris, Rowan lives in Beijing and Jack lives in Santiago.	The capital of Daniel's country is [MASK].	Helsinki	Jakarta	Warsaw	Paris	Beijing	Santiago
Rowan lives in Finland, John lives in Warsaw, Jake lives in Santiago, Sebastian lives in Beijing, Daniel lives in Paris and Jack lives in Jakarta.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Santiago	Beijing	Paris	Jakarta
Rowan has a sister and now lives in Finland, John lives in Warsaw, Jake lives in Santiago, Sebastian lives in Beijing, Daniel lives in Paris and Jack lives in Jakarta.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Santiago	Beijing	Paris	Jakarta
Rowan has a sister, played basketball and now lives in Finland, John lives in Warsaw, Jake lives in Santiago, Sebastian lives in Beijing, Daniel lives in Paris and Jack lives in Jakarta.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Santiago	Beijing	Paris	Jakarta
Rowan has a sister, played basketball, sang in a choir and now lives in Finland, John lives in Warsaw, Jake lives in Santiago, Sebastian lives in Beijing, Daniel lives in Paris and Jack lives in Jakarta.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Santiago	Beijing	Paris	Jakarta
John lives in Finland, Rowan lives in Warsaw, Jack lives in Santiago, Sebastian lives in Beijing, Jake lives in Jakarta and Joe lives in Paris.	The capital of John's country is [MASK].	Helsinki	Warsaw	Santiago	Beijing	Jakarta	Paris
John has a sister and now lives in Finland, Rowan lives in Warsaw, Jack lives in Santiago, Sebastian lives in Beijing, Jake lives in Jakarta and Joe lives in Paris.	The capital of John's country is [MASK].	Helsinki	Warsaw	Santiago	Beijing	Jakarta	Paris
John has a sister, played basketball and now lives in Finland, Rowan lives in Warsaw, Jack lives in Santiago, Sebastian lives in Beijing, Jake lives in Jakarta and Joe lives in Paris.	The capital of John's country is [MASK].	Helsinki	Warsaw	Santiago	Beijing	Jakarta	Paris
John has a sister, played basketball, sang in a choir and now lives in Finland, Rowan lives in Warsaw, Jack lives in Santiago, Sebastian lives in Beijing, Jake lives in Jakarta and Joe lives in Paris.	The capital of John's country is [MASK].	Helsinki	Warsaw	Santiago	Beijing	Jakarta	Paris
Sebastian lives in Finland, Daniel lives in Warsaw, Rowan lives in Santiago, Joe lives in Paris, Jake lives in Beijing and Jack lives in Jakarta.	The capital of Sebastian's country is [MASK].	Helsinki	Warsaw	Santiago	Paris	Beijing	Jakarta
Sebastian has a sister and now lives in Finland, Daniel lives in Warsaw, Rowan lives in Santiago, Joe lives in Paris, Jake lives in Beijing and Jack lives in Jakarta.	The capital of Sebastian's country is [MASK].	Helsinki	Warsaw	Santiago	Paris	Beijing	Jakarta
Sebastian has a sister, played basketball and now lives in Finland, Daniel lives in Warsaw, Rowan lives in Santiago, Joe lives in Paris, Jake lives in Beijing and Jack lives in Jakarta.	The capital of Sebastian's country is [MASK].	Helsinki	Warsaw	Santiago	Paris	Beijing	Jakarta
Sebastian has a sister, played basketball, sang in a choir and now lives in Finland, Daniel lives in Warsaw, Rowan lives in Santiago, Joe lives in Paris, Jake lives in Beijing and Jack lives in Jakarta.	The capital of Sebastian's country is [MASK].	Helsinki	Warsaw	Santiago	Paris	Beijing	Jakarta
Rowan lives in Finland, Sebastian lives in Warsaw, Jake lives in Santiago, Jack lives in Paris, Joe lives in Jakarta and John lives in Beijing.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Santiago	Paris	Jakarta	Beijing
Rowan has a sister and now lives in Finland, Sebastian lives in Warsaw, Jake lives in Santiago, Jack lives in Paris, Joe lives in Jakarta and John lives in Beijing.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Santiago	Paris	Jakarta	Beijing
Rowan has a sister, played basketball and now lives in Finland, Sebastian lives in Warsaw, Jake lives in Santiago, Jack lives in Paris, Joe lives in Jakarta and John lives in Beijing.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Santiago	Paris	Jakarta	Beijing
Rowan has a sister, played basketball, sang in a choir and now lives in Finland, Sebastian lives in Warsaw, Jake lives in Santiago, Jack lives in Paris, Joe lives in Jakarta and John lives in Beijing.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Santiago	Paris	Jakarta	Beijing
Daniel lives in Finland, Jake lives in Warsaw, Joe lives in Santiago, Rowan lives in Jakarta, John lives in Beijing and Jack lives in Paris.	The capital of Daniel's country is [MASK].	Helsinki	Warsaw	Santiago	Jakarta	Beijing	Paris
Daniel has a sister and now lives in Finland, Jake lives in Warsaw, Joe lives in Santiago, Rowan lives in Jakarta, John lives in Beijing and Jack lives in Paris.	The capital of Daniel's country is [MASK].	Helsinki	Warsaw	Santiago	Jakarta	Beijing	Paris
Daniel has a sister, played basketball and now lives in Finland, Jake lives in Warsaw, Joe lives in Santiago, Rowan lives in Jakarta, John lives in Beijing and Jack lives in Paris.	The capital of Daniel's country is [MASK].	Helsinki	Warsaw	Santiago	Jakarta	Beijing	Paris
Daniel has a sister, played basketball, sang in a choir and now lives in Finland, Jake lives in Warsaw, Joe lives in Santiago, Rowan lives in Jakarta, John lives in Beijing and Jack lives in Paris.	The capital of Daniel's country is [MASK].	Helsinki	Warsaw	Santiago	Jakarta	Beijing	Paris
Rowan lives in Finland, Daniel lives in Warsaw, John lives in Santiago, Jack lives in Jakarta, Sebastian lives in Paris and Jake lives in Beijing.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Santiago	Jakarta	Paris	Beijing
Rowan has a sister and now lives in Finland, Daniel lives in Warsaw, John lives in Santiago, Jack lives in Jakarta, Sebastian lives in Paris and Jake lives in Beijing.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Santiago	Jakarta	Paris	Beijing
Rowan has a sister, played basketball and now lives in Finland, Daniel lives in Warsaw, John lives in Santiago, Jack lives in Jakarta, Sebastian lives in Paris and Jake lives in Beijing.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Santiago	Jakarta	Paris	Beijing
Rowan has a sister, played basketball, sang in a choir and now lives in Finland, Daniel lives in Warsaw, John lives in Santiago, Jack lives in Jakarta, Sebastian lives in Paris and Jake lives in Beijing.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Santiago	Jakarta	Paris	Beijing
Daniel lives in Finland, Jack lives in Warsaw, Rowan lives in Beijing, Jake lives in Santiago, John lives in Paris and Joe lives in Jakarta.	The capital of Daniel's country is [MASK].	Helsinki	Warsaw	Beijing	Santiago	Paris	Jakarta
Daniel has a sister and now lives in Finland, Jack lives in Warsaw, Rowan lives in Beijing, Jake lives in Santiago, John lives in Paris and Joe lives in Jakarta.	The capital of Daniel's country is [MASK].	Helsinki	Warsaw	Beijing	Santiago	Paris	Jakarta
Daniel has a sister, played basketball and now lives in Finland, Jack lives in Warsaw, Rowan lives in Beijing, Jake lives in Santiago, John lives in Paris and Joe lives in Jakarta.	The capital of Daniel's country is [MASK].	Helsinki	Warsaw	Beijing	Santiago	Paris	Jakarta
Daniel has a sister, played basketball, sang in a choir and now lives in Finland, Jack lives in Warsaw, Rowan lives in Beijing, Jake lives in Santiago, John lives in Paris and Joe lives in Jakarta.	The capital of Daniel's country is [MASK].	Helsinki	Warsaw	Beijing	Santiago	Paris	Jakarta
Jake lives in Finland, Sebastian lives in Warsaw, John lives in Beijing, Daniel lives in Santiago, Jack lives in Jakarta and Rowan lives in Paris.	The capital of Jake's country is [MASK].	Helsinki	Warsaw	Beijing	Santiago	Jakarta	Paris
Jake has a sister and now lives in Finland, Sebastian lives in Warsaw, John lives in Beijing, Daniel lives in Santiago, Jack lives in Jakarta and Rowan lives in Paris.	The capital of Jake's country is [MASK].	Helsinki	Warsaw	Beijing	Santiago	Jakarta	Paris
Jake has a sister, played basketball and now lives in Finland, Sebastian lives in Warsaw, John lives in Beijing, Daniel lives in Santiago, Jack lives in Jakarta and Rowan lives in Paris.	The capital of Jake's country is [MASK].	Helsinki	Warsaw	Beijing	Santiago	Jakarta	Paris
Jake has a sister, played basketball, sang in a choir and now lives in Finland, Sebastian lives in Warsaw, John lives in Beijing, Daniel lives in Santiago, Jack lives in Jakarta and Rowan lives in Paris.	The capital of Jake's country is [MASK].	Helsinki	Warsaw	Beijing	Santiago	Jakarta	Paris
John lives in Finland, Jack lives in Warsaw, Jake lives in Beijing, Joe lives in Paris, Daniel lives in Santiago and Sebastian lives in Jakarta.	The capital of John's country is [MASK].	Helsinki	Warsaw	Beijing	Paris	Santiago	Jakarta
John has a sister and now lives in Finland, Jack lives in Warsaw, Jake lives in Beijing, Joe lives in Paris, Daniel lives in Santiago and Sebastian lives in Jakarta.	The capital of John's country is [MASK].	Helsinki	Warsaw	Beijing	Paris	Santiago	Jakarta
John has a sister, played basketball and now lives in Finland, Jack lives in Warsaw, Jake lives in Beijing, Joe lives in Paris, Daniel lives in Santiago and Sebastian lives in Jakarta.	The capital of John's country is [MASK].	Helsinki	Warsaw	Beijing	Paris	Santiago	Jakarta
John has a sister, played basketball, sang in a choir and now lives in Finland, Jack lives in Warsaw, Jake lives in Beijing, Joe lives in Paris, Daniel lives in Santiago and Sebastian lives in Jakarta.	The capital of John's country is [MASK].	Helsinki	Warsaw	Beijing	Paris	Santiago	Jakarta
John lives in Finland, Rowan lives in Warsaw, Sebastian lives in Beijing, Daniel lives in Paris, Joe lives in Jakarta and Jack lives in Santiago.	The capital of John's country is [MASK].	Helsinki	Warsaw	Beijing	Paris	Jakarta	Santiago
John has a sister and now lives in Finland, Rowan lives in Warsaw, Sebastian lives in Beijing, Daniel lives in Paris, Joe lives in Jakarta and Jack lives in Santiago.	The capital of John's country is [MASK].	Helsinki	Warsaw	Beijing	Paris	Jakarta	Santiago
John has a sister, played basketball and now lives in Finland, Rowan lives in Warsaw, Sebastian lives in Beijing, Daniel lives in Paris, Joe lives in Jakarta and Jack lives in Santiago.	The capital of John's country is [MASK].	Helsinki	Warsaw	Beijing	Paris	Jakarta	Santiago
John has a sister, played basketball, sang in a choir and now lives in Finland, Rowan lives in Warsaw, Sebastian lives in Beijing, Daniel lives in Paris, Joe lives in Jakarta and Jack lives in Santiago.	The capital of John's country is [MASK].	Helsinki	Warsaw	Beijing	Paris	Jakarta	Santiago
Jack lives in Finland, Daniel lives in Warsaw, Jake lives in Beijing, Rowan lives in Jakarta, Sebastian lives in Santiago and John lives in Paris.	The capital of Jack's country is [MASK].	Helsinki	Warsaw	Beijing	Jakarta	Santiago	Paris
Jack has a sister and now lives in Finland, Daniel lives in Warsaw, Jake lives in Beijing, Rowan lives in Jakarta, Sebastian lives in Santiago and John lives in Paris.	The capital of Jack's country is [MASK].	Helsinki	Warsaw	Beijing	Jakarta	Santiago	Paris
Jack has a sister, played basketball and now lives in Finland, Daniel lives in Warsaw, Jake lives in Beijing, Rowan lives in Jakarta, Sebastian lives in Santiago and John lives in Paris.	The capital of Jack's country is [MASK].	Helsinki	Warsaw	Beijing	Jakarta	Santiago	Paris
Jack has a sister, played basketball, sang in a choir and now lives in Finland, Daniel lives in Warsaw, Jake lives in Beijing, Rowan lives in Jakarta, Sebastian lives in Santiago and John lives in Paris.	The capital of Jack's country is [MASK].	Helsinki	Warsaw	Beijing	Jakarta	Santiago	Paris
John lives in Finland, Daniel lives in Warsaw, Joe lives in Beijing, Jack lives in Jakarta, Jake lives in Paris and Rowan lives in Santiago.	The capital of John's country is [MASK].	Helsinki	Warsaw	Beijing	Jakarta	Paris	Santiago
John has a sister and now lives in Finland, Daniel lives in Warsaw, Joe lives in Beijing, Jack lives in Jakarta, Jake lives in Paris and Rowan lives in Santiago.	The capital of John's country is [MASK].	Helsinki	Warsaw	Beijing	Jakarta	Paris	Santiago
John has a sister, played basketball and now lives in Finland, Daniel lives in Warsaw, Joe lives in Beijing, Jack lives in Jakarta, Jake lives in Paris and Rowan lives in Santiago.	The capital of John's country is [MASK].	Helsinki	Warsaw	Beijing	Jakarta	Paris	Santiago
John has a sister, played basketball, sang in a choir and now lives in Finland, Daniel lives in Warsaw, Joe lives in Beijing, Jack lives in Jakarta, Jake lives in Paris and Rowan lives in Santiago.	The capital of John's country is [MASK].	Helsinki	Warsaw	Beijing	Jakarta	Paris	Santiago
John lives in Finland, Jack lives in Warsaw, Jake lives in Paris, Joe lives in Santiago, Rowan lives in Beijing and Daniel lives in Jakarta.	The capital of John's country is [MASK].	Helsinki	Warsaw	Paris	Santiago	Beijing	Jakarta
John has a sister and now lives in Finland, Jack lives in Warsaw, Jake lives in Paris, Joe lives in Santiago, Rowan lives in Beijing and Daniel lives in Jakarta.	The capital of John's country is [MASK].	Helsinki	Warsaw	Paris	Santiago	Beijing	Jakarta
John has a sister, played basketball and now lives in Finland, Jack lives in Warsaw, Jake lives in Paris, Joe lives in Santiago, Rowan lives in Beijing and Daniel lives in Jakarta.	The capital of John's country is [MASK].	Helsinki	Warsaw	Paris	Santiago	Beijing	Jakarta
John has a sister, played basketball, sang in a choir and now lives in Finland, Jack lives in Warsaw, Jake lives in Paris, Joe lives in Santiago, Rowan lives in Beijing and Daniel lives in Jakarta.	The capital of John's country is [MASK].	Helsinki	Warsaw	Paris	Santiago	Beijing	Jakarta
Jake lives in Finland, Jack lives in Warsaw, Sebastian lives in Paris, Joe lives in Santiago, John lives in Jakarta and Daniel lives in Beijing.	The capital of Jake's country is [MASK].	Helsinki	Warsaw	Paris	Santiago	Jakarta	Beijing
Jake has a sister and now lives in Finland, Jack lives in Warsaw, Sebastian lives in Paris, Joe lives in Santiago, John lives in Jakarta and Daniel lives in Beijing.	The capital of Jake's country is [MASK].	Helsinki	Warsaw	Paris	Santiago	Jakarta	Beijing
Jake has a sister, played basketball and now lives in Finland, Jack lives in Warsaw, Sebastian lives in Paris, Joe lives in Santiago, John lives in Jakarta and Daniel lives in Beijing.	The capital of Jake's country is [MASK].	Helsinki	Warsaw	Paris	Santiago	Jakarta	Beijing
Jake has a sister, played basketball, sang in a choir and now lives in Finland, Jack lives in Warsaw, Sebastian lives in Paris, Joe lives in Santiago, John lives in Jakarta and Daniel lives in Beijing.	The capital of Jake's country is [MASK].	Helsinki	Warsaw	Paris	Santiago	Jakarta	Beijing
Rowan lives in Finland, Sebastian lives in Warsaw, John lives in Paris, Joe lives in Beijing, Jake lives in Santiago and Daniel lives in Jakarta.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Paris	Beijing	Santiago	Jakarta
Rowan has a sister and now lives in Finland, Sebastian lives in Warsaw, John lives in Paris, Joe lives in Beijing, Jake lives in Santiago and Daniel lives in Jakarta.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Paris	Beijing	Santiago	Jakarta
Rowan has a sister, played basketball and now lives in Finland, Sebastian lives in Warsaw, John lives in Paris, Joe lives in Beijing, Jake lives in Santiago and Daniel lives in Jakarta.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Paris	Beijing	Santiago	Jakarta
Rowan has a sister, played basketball, sang in a choir and now lives in Finland, Sebastian lives in Warsaw, John lives in Paris, Joe lives in Beijing, Jake lives in Santiago and Daniel lives in Jakarta.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Paris	Beijing	Santiago	Jakarta
Rowan lives in Finland, Jack lives in Warsaw, Joe lives in Paris, Sebastian lives in Beijing, John lives in Jakarta and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Paris	Beijing	Jakarta	Santiago
Rowan has a sister and now lives in Finland, Jack lives in Warsaw, Joe lives in Paris, Sebastian lives in Beijing, John lives in Jakarta and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Paris	Beijing	Jakarta	Santiago
Rowan has a sister, played basketball and now lives in Finland, Jack lives in Warsaw, Joe lives in Paris, Sebastian lives in Beijing, John lives in Jakarta and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Paris	Beijing	Jakarta	Santiago
Rowan has a sister, played basketball, sang in a choir and now lives in Finland, Jack lives in Warsaw, Joe lives in Paris, Sebastian lives in Beijing, John lives in Jakarta and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Paris	Beijing	Jakarta	Santiago
Daniel lives in Finland, John lives in Warsaw, Joe lives in Paris, Rowan lives in Jakarta, Sebastian lives in Santiago and Jake lives in Beijing.	The capital of Daniel's country is [MASK].	Helsinki	Warsaw	Paris	Jakarta	Santiago	Beijing
Daniel has a sister and now lives in Finland, John lives in Warsaw, Joe lives in Paris, Rowan lives in Jakarta, Sebastian lives in Santiago and Jake lives in Beijing.	The capital of Daniel's country is [MASK].	Helsinki	Warsaw	Paris	Jakarta	Santiago	Beijing
Daniel has a sister, played basketball and now lives in Finland, John lives in Warsaw, Joe lives in Paris, Rowan lives in Jakarta, Sebastian lives in Santiago and Jake lives in Beijing.	The capital of Daniel's country is [MASK].	Helsinki	Warsaw	Paris	Jakarta	Santiago	Beijing
Daniel has a sister, played basketball, sang in a choir and now lives in Finland, John lives in Warsaw, Joe lives in Paris, Rowan lives in Jakarta, Sebastian lives in Santiago and Jake lives in Beijing.	The capital of Daniel's country is [MASK].	Helsinki	Warsaw	Paris	Jakarta	Santiago	Beijing
Sebastian lives in Finland, John lives in Warsaw, Daniel lives in Paris, Joe lives in Jakarta, Rowan lives in Beijing and Jake lives in Santiago.	The capital of Sebastian's country is [MASK].	Helsinki	Warsaw	Paris	Jakarta	Beijing	Santiago
Sebastian has a sister and now lives in Finland, John lives in Warsaw, Daniel lives in Paris, Joe lives in Jakarta, Rowan lives in Beijing and Jake lives in Santiago.	The capital of Sebastian's country is [MASK].	Helsinki	Warsaw	Paris	Jakarta	Beijing	Santiago
Sebastian has a sister, played basketball and now lives in Finland, John lives in Warsaw, Daniel lives in Paris, Joe lives in Jakarta, Rowan lives in Beijing and Jake lives in Santiago.	The capital of Sebastian's country is [MASK].	Helsinki	Warsaw	Paris	Jakarta	Beijing	Santiago
Sebastian has a sister, played basketball, sang in a choir and now lives in Finland, John lives in Warsaw, Daniel lives in Paris, Joe lives in Jakarta, Rowan lives in Beijing and Jake lives in Santiago.	The capital of Sebastian's country is [MASK].	Helsinki	Warsaw	Paris	Jakarta	Beijing	Santiago
Rowan lives in Finland, Sebastian lives in Warsaw, Daniel lives in Jakarta, Jake lives in Santiago, Jack lives in Beijing and John lives in Paris.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Jakarta	Santiago	Beijing	Paris
Rowan has a sister and now lives in Finland, Sebastian lives in Warsaw, Daniel lives in Jakarta, Jake lives in Santiago, Jack lives in Beijing and John lives in Paris.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Jakarta	Santiago	Beijing	Paris
Rowan has a sister, played basketball and now lives in Finland, Sebastian lives in Warsaw, Daniel lives in Jakarta, Jake lives in Santiago, Jack lives in Beijing and John lives in Paris.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Jakarta	Santiago	Beijing	Paris
Rowan has a sister, played basketball, sang in a choir and now lives in Finland, Sebastian lives in Warsaw, Daniel lives in Jakarta, Jake lives in Santiago, Jack lives in Beijing and John lives in Paris.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Jakarta	Santiago	Beijing	Paris
Joe lives in Finland, Jack lives in Warsaw, John lives in Jakarta, Sebastian lives in Santiago, Daniel lives in Paris and Rowan lives in Beijing.	The capital of Joe's country is [MASK].	Helsinki	Warsaw	Jakarta	Santiago	Paris	Beijing
Joe has a sister and now lives in Finland, Jack lives in Warsaw, John lives in Jakarta, Sebastian lives in Santiago, Daniel lives in Paris and Rowan lives in Beijing.	The capital of Joe's country is [MASK].	Helsinki	Warsaw	Jakarta	Santiago	Paris	Beijing
Joe has a sister, played basketball and now lives in Finland, Jack lives in Warsaw, John lives in Jakarta, Sebastian lives in Santiago, Daniel lives in Paris and Rowan lives in Beijing.	The capital of Joe's country is [MASK].	Helsinki	Warsaw	Jakarta	Santiago	Paris	Beijing
Joe has a sister, played basketball, sang in a choir and now lives in Finland, Jack lives in Warsaw, John lives in Jakarta, Sebastian lives in Santiago, Daniel lives in Paris and Rowan lives in Beijing.	The capital of Joe's country is [MASK].	Helsinki	Warsaw	Jakarta	Santiago	Paris	Beijing
Daniel lives in Finland, Jack lives in Warsaw, John lives in Jakarta, Sebastian lives in Beijing, Joe lives in Santiago and Rowan lives in Paris.	The capital of Daniel's country is [MASK].	Helsinki	Warsaw	Jakarta	Beijing	Santiago	Paris
Daniel has a sister and now lives in Finland, Jack lives in Warsaw, John lives in Jakarta, Sebastian lives in Beijing, Joe lives in Santiago and Rowan lives in Paris.	The capital of Daniel's country is [MASK].	Helsinki	Warsaw	Jakarta	Beijing	Santiago	Paris
Daniel has a sister, played basketball and now lives in Finland, Jack lives in Warsaw, John lives in Jakarta, Sebastian lives in Beijing, Joe lives in Santiago and Rowan lives in Paris.	The capital of Daniel's country is [MASK].	Helsinki	Warsaw	Jakarta	Beijing	Santiago	Paris
Daniel has a sister, played basketball, sang in a choir and now lives in Finland, Jack lives in Warsaw, John lives in Jakarta, Sebastian lives in Beijing, Joe lives in Santiago and Rowan lives in Paris.	The capital of Daniel's country is [MASK].	Helsinki	Warsaw	Jakarta	Beijing	Santiago	Paris
Jack lives in Finland, Daniel lives in Warsaw, Rowan lives in Jakarta, Joe lives in Beijing, Sebastian lives in Paris and John lives in Santiago.	The capital of Jack's country is [MASK].	Helsinki	Warsaw	Jakarta	Beijing	Paris	Santiago
Jack has a sister and now lives in Finland, Daniel lives in Warsaw, Rowan lives in Jakarta, Joe lives in Beijing, Sebastian lives in Paris and John lives in Santiago.	The capital of Jack's country is [MASK].	Helsinki	Warsaw	Jakarta	Beijing	Paris	Santiago
Jack has a sister, played basketball and now lives in Finland, Daniel lives in Warsaw, Rowan lives in Jakarta, Joe lives in Beijing, Sebastian lives in Paris and John lives in Santiago.	The capital of Jack's country is [MASK].	Helsinki	Warsaw	Jakarta	Beijing	Paris	Santiago
Jack has a sister, played basketball, sang in a choir and now lives in Finland, Daniel lives in Warsaw, Rowan lives in Jakarta, Joe lives in Beijing, Sebastian lives in Paris and John lives in Santiago.	The capital of Jack's country is [MASK].	Helsinki	Warsaw	Jakarta	Beijing	Paris	Santiago
Sebastian lives in Finland, John lives in Warsaw, Rowan lives in Jakarta, Daniel lives in Paris, Joe lives in Santiago and Jake lives in Beijing.	The capital of Sebastian's country is [MASK].	Helsinki	Warsaw	Jakarta	Paris	Santiago	Beijing
Sebastian has a sister and now lives in Finland, John lives in Warsaw, Rowan lives in Jakarta, Daniel lives in Paris, Joe lives in Santiago and Jake lives in Beijing.	The capital of Sebastian's country is [MASK].	Helsinki	Warsaw	Jakarta	Paris	Santiago	Beijing
Sebastian has a sister, played basketball and now lives in Finland, John lives in Warsaw, Rowan lives in Jakarta, Daniel lives in Paris, Joe lives in Santiago and Jake lives in Beijing.	The capital of Sebastian's country is [MASK].	Helsinki	Warsaw	Jakarta	Paris	Santiago	Beijing
Sebastian has a sister, played basketball, sang in a choir and now lives in Finland, John lives in Warsaw, Rowan lives in Jakarta, Daniel lives in Paris, Joe lives in Santiago and Jake lives in Beijing.	The capital of Sebastian's country is [MASK].	Helsinki	Warsaw	Jakarta	Paris	Santiago	Beijing
Rowan lives in Finland, Jack lives in Warsaw, John lives in Jakarta, Joe lives in Paris, Daniel lives in Beijing and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Jakarta	Paris	Beijing	Santiago
Rowan has a sister and now lives in Finland, Jack lives in Warsaw, John lives in Jakarta, Joe lives in Paris, Daniel lives in Beijing and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Jakarta	Paris	Beijing	Santiago
Rowan has a sister, played basketball and now lives in Finland, Jack lives in Warsaw, John lives in Jakarta, Joe lives in Paris, Daniel lives in Beijing and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Jakarta	Paris	Beijing	Santiago
Rowan has a sister, played basketball, sang in a choir and now lives in Finland, Jack lives in Warsaw, John lives in Jakarta, Joe lives in Paris, Daniel lives in Beijing and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Helsinki	Warsaw	Jakarta	Paris	Beijing	Santiago
Rowan lives in France, Jake lives in Santiago, Jack lives in Beijing, Joe lives in Helsinki, John lives in Jakarta and Sebastian lives in Warsaw.	The capital of Rowan's country is [MASK].	Paris	Santiago	Beijing	Helsinki	Jakarta	Warsaw
Rowan has a sister and now lives in France, Jake lives in Santiago, Jack lives in Beijing, Joe lives in Helsinki, John lives in Jakarta and Sebastian lives in Warsaw.	The capital of Rowan's country is [MASK].	Paris	Santiago	Beijing	Helsinki	Jakarta	Warsaw
Rowan has a sister, played basketball and now lives in France, Jake lives in Santiago, Jack lives in Beijing, Joe lives in Helsinki, John lives in Jakarta and Sebastian lives in Warsaw.	The capital of Rowan's country is [MASK].	Paris	Santiago	Beijing	Helsinki	Jakarta	Warsaw
Rowan has a sister, played basketball, sang in a choir and now lives in France, Jake lives in Santiago, Jack lives in Beijing, Joe lives in Helsinki, John lives in Jakarta and Sebastian lives in Warsaw.	The capital of Rowan's country is [MASK].	Paris	Santiago	Beijing	Helsinki	Jakarta	Warsaw
