context	ending	target_occupation	attractor_1	attractor_2	attractor_3	attractor_4
Daniel lives in Finland, Jack lives in Beijing, Rowan lives in Jakarta, Joe lives in Santiago and John lives in Warsaw.	The capital of Daniel's country is [MASK].	Helsinki	Beijing	Jakarta	Santiago	Warsaw
Daniel has a sister and now lives in Finland, Jack lives in Beijing, Rowan lives in Jakarta, Joe lives in Santiago and John lives in Warsaw.	The capital of Daniel's country is [MASK].	Helsinki	Beijing	Jakarta	Santiago	Warsaw
Daniel has a sister, played basketball and now lives in Finland, Jack lives in Beijing, Rowan lives in Jakarta, Joe lives in Santiago and John lives in Warsaw.	The capital of Daniel's country is [MASK].	Helsinki	Beijing	Jakarta	Santiago	Warsaw
Daniel has a sister, played basketball, sang in a choir and now lives in Finland, Jack lives in Beijing, Rowan lives in Jakarta, Joe lives in Santiago and John lives in Warsaw.	The capital of Daniel's country is [MASK].	Helsinki	Beijing	Jakarta	Santiago	Warsaw
John lives in Finland, Daniel lives in Beijing, Sebastian lives in Jakarta, Joe lives in Paris and Rowan lives in Santiago.	The capital of John's country is [MASK].	Helsinki	Beijing	Jakarta	Paris	Santiago
John has a sister and now lives in Finland, Daniel lives in Beijing, Sebastian lives in Jakarta, Joe lives in Paris and Rowan lives in Santiago.	The capital of John's country is [MASK].	Helsinki	Beijing	Jakarta	Paris	Santiago
John has a sister, played basketball and now lives in Finland, Daniel lives in Beijing, Sebastian lives in Jakarta, Joe lives in Paris and Rowan lives in Santiago.	The capital of John's country is [MASK].	Helsinki	Beijing	Jakarta	Paris	Santiago
John has a sister, played basketball, sang in a choir and now lives in Finland, Daniel lives in Beijing, Sebastian lives in Jakarta, Joe lives in Paris and Rowan lives in Santiago.	The capital of John's country is [MASK].	Helsinki	Beijing	Jakarta	Paris	Santiago
Daniel lives in Finland, Jake lives in Beijing, Jack lives in Jakarta, Sebastian lives in Paris and Rowan lives in Warsaw.	The capital of Daniel's country is [MASK].	Helsinki	Beijing	Jakarta	Paris	Warsaw
Daniel has a sister and now lives in Finland, Jake lives in Beijing, Jack lives in Jakarta, Sebastian lives in Paris and Rowan lives in Warsaw.	The capital of Daniel's country is [MASK].	Helsinki	Beijing	Jakarta	Paris	Warsaw
Daniel has a sister, played basketball and now lives in Finland, Jake lives in Beijing, Jack lives in Jakarta, Sebastian lives in Paris and Rowan lives in Warsaw.	The capital of Daniel's country is [MASK].	Helsinki	Beijing	Jakarta	Paris	Warsaw
Daniel has a sister, played basketball, sang in a choir and now lives in Finland, Jake lives in Beijing, Jack lives in Jakarta, Sebastian lives in Paris and Rowan lives in Warsaw.	The capital of Daniel's country is [MASK].	Helsinki	Beijing	Jakarta	Paris	Warsaw
Joe lives in Finland, Jake lives in Beijing, Daniel lives in Jakarta, Rowan lives in Warsaw and Sebastian lives in Santiago.	The capital of Joe's country is [MASK].	Helsinki	Beijing	Jakarta	Warsaw	Santiago
Joe has a sister and now lives in Finland, Jake lives in Beijing, Daniel lives in Jakarta, Rowan lives in Warsaw and Sebastian lives in Santiago.	The capital of Joe's country is [MASK].	Helsinki	Beijing	Jakarta	Warsaw	Santiago
Joe has a sister, played basketball and now lives in Finland, Jake lives in Beijing, Daniel lives in Jakarta, Rowan lives in Warsaw and Sebastian lives in Santiago.	The capital of Joe's country is [MASK].	Helsinki	Beijing	Jakarta	Warsaw	Santiago
Joe has a sister, played basketball, sang in a choir and now lives in Finland, Jake lives in Beijing, Daniel lives in Jakarta, Rowan lives in Warsaw and Sebastian lives in Santiago.	The capital of Joe's country is [MASK].	Helsinki	Beijing	Jakarta	Warsaw	Santiago
Jake lives in Finland, Sebastian lives in Beijing, John lives in Jakarta, Joe lives in Warsaw and Jack lives in Paris.	The capital of Jake's country is [MASK].	Helsinki	Beijing	Jakarta	Warsaw	Paris
Jake has a sister and now lives in Finland, Sebastian lives in Beijing, John lives in Jakarta, Joe lives in Warsaw and Jack lives in Paris.	The capital of Jake's country is [MASK].	Helsinki	Beijing	Jakarta	Warsaw	Paris
Jake has a sister, played basketball and now lives in Finland, Sebastian lives in Beijing, John lives in Jakarta, Joe lives in Warsaw and Jack lives in Paris.	The capital of Jake's country is [MASK].	Helsinki	Beijing	Jakarta	Warsaw	Paris
Jake has a sister, played basketball, sang in a choir and now lives in Finland, Sebastian lives in Beijing, John lives in Jakarta, Joe lives in Warsaw and Jack lives in Paris.	The capital of Jake's country is [MASK].	Helsinki	Beijing	Jakarta	Warsaw	Paris
Sebastian lives in Finland, Rowan lives in Beijing, Jack lives in Warsaw, John lives in Santiago and Jake lives in Paris.	The capital of Sebastian's country is [MASK].	Helsinki	Beijing	Warsaw	Santiago	Paris
Sebastian has a sister and now lives in Finland, Rowan lives in Beijing, Jack lives in Warsaw, John lives in Santiago and Jake lives in Paris.	The capital of Sebastian's country is [MASK].	Helsinki	Beijing	Warsaw	Santiago	Paris
Sebastian has a sister, played basketball and now lives in Finland, Rowan lives in Beijing, Jack lives in Warsaw, John lives in Santiago and Jake lives in Paris.	The capital of Sebastian's country is [MASK].	Helsinki	Beijing	Warsaw	Santiago	Paris
Sebastian has a sister, played basketball, sang in a choir and now lives in Finland, Rowan lives in Beijing, Jack lives in Warsaw, John lives in Santiago and Jake lives in Paris.	The capital of Sebastian's country is [MASK].	Helsinki	Beijing	Warsaw	Santiago	Paris
Jake lives in Finland, Jack lives in Beijing, Sebastian lives in Warsaw, John lives in Santiago and Daniel lives in Jakarta.	The capital of Jake's country is [MASK].	Helsinki	Beijing	Warsaw	Santiago	Jakarta
Jake has a sister and now lives in Finland, Jack lives in Beijing, Sebastian lives in Warsaw, John lives in Santiago and Daniel lives in Jakarta.	The capital of Jake's country is [MASK].	Helsinki	Beijing	Warsaw	Santiago	Jakarta
Jake has a sister, played basketball and now lives in Finland, Jack lives in Beijing, Sebastian lives in Warsaw, John lives in Santiago and Daniel lives in Jakarta.	The capital of Jake's country is [MASK].	Helsinki	Beijing	Warsaw	Santiago	Jakarta
Jake has a sister, played basketball, sang in a choir and now lives in Finland, Jack lives in Beijing, Sebastian lives in Warsaw, John lives in Santiago and Daniel lives in Jakarta.	The capital of Jake's country is [MASK].	Helsinki	Beijing	Warsaw	Santiago	Jakarta
Rowan lives in Finland, Joe lives in Beijing, Daniel lives in Warsaw, Sebastian lives in Paris and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Helsinki	Beijing	Warsaw	Paris	Santiago
Rowan has a sister and now lives in Finland, Joe lives in Beijing, Daniel lives in Warsaw, Sebastian lives in Paris and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Helsinki	Beijing	Warsaw	Paris	Santiago
Rowan has a sister, played basketball and now lives in Finland, Joe lives in Beijing, Daniel lives in Warsaw, Sebastian lives in Paris and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Helsinki	Beijing	Warsaw	Paris	Santiago
Rowan has a sister, played basketball, sang in a choir and now lives in Finland, Joe lives in Beijing, Daniel lives in Warsaw, Sebastian lives in Paris and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Helsinki	Beijing	Warsaw	Paris	Santiago
Sebastian lives in Finland, Joe lives in Beijing, Jake lives in Warsaw, Rowan lives in Paris and Jack lives in Jakarta.	The capital of Sebastian's country is [MASK].	Helsinki	Beijing	Warsaw	Paris	Jakarta
Sebastian has a sister and now lives in Finland, Joe lives in Beijing, Jake lives in Warsaw, Rowan lives in Paris and Jack lives in Jakarta.	The capital of Sebastian's country is [MASK].	Helsinki	Beijing	Warsaw	Paris	Jakarta
Sebastian has a sister, played basketball and now lives in Finland, Joe lives in Beijing, Jake lives in Warsaw, Rowan lives in Paris and Jack lives in Jakarta.	The capital of Sebastian's country is [MASK].	Helsinki	Beijing	Warsaw	Paris	Jakarta
Sebastian has a sister, played basketball, sang in a choir and now lives in Finland, Joe lives in Beijing, Jake lives in Warsaw, Rowan lives in Paris and Jack lives in Jakarta.	The capital of Sebastian's country is [MASK].	Helsinki	Beijing	Warsaw	Paris	Jakarta
Sebastian lives in Finland, Jack lives in Beijing, Joe lives in Warsaw, John lives in Jakarta and Daniel lives in Santiago.	The capital of Sebastian's country is [MASK].	Helsinki	Beijing	Warsaw	Jakarta	Santiago
Sebastian has a sister and now lives in Finland, Jack lives in Beijing, Joe lives in Warsaw, John lives in Jakarta and Daniel lives in Santiago.	The capital of Sebastian's country is [MASK].	Helsinki	Beijing	Warsaw	Jakarta	Santiago
Sebastian has a sister, played basketball and now lives in Finland, Jack lives in Beijing, Joe lives in Warsaw, John lives in Jakarta and Daniel lives in Santiago.	The capital of Sebastian's country is [MASK].	Helsinki	Beijing	Warsaw	Jakarta	Santiago
Sebastian has a sister, played basketball, sang in a choir and now lives in Finland, Jack lives in Beijing, Joe lives in Warsaw, John lives in Jakarta and Daniel lives in Santiago.	The capital of Sebastian's country is [MASK].	Helsinki	Beijing	Warsaw	Jakarta	Santiago
Daniel lives in Finland, Joe lives in Beijing, Sebastian lives in Warsaw, Jake lives in Jakarta and Rowan lives in Paris.	The capital of Daniel's country is [MASK].	Helsinki	Beijing	Warsaw	Jakarta	Paris
Daniel has a sister and now lives in Finland, Joe lives in Beijing, Sebastian lives in Warsaw, Jake lives in Jakarta and Rowan lives in Paris.	The capital of Daniel's country is [MASK].	Helsinki	Beijing	Warsaw	Jakarta	Paris
Daniel has a sister, played basketball and now lives in Finland, Joe lives in Beijing, Sebastian lives in Warsaw, Jake lives in Jakarta and Rowan lives in Paris.	The capital of Daniel's country is [MASK].	Helsinki	Beijing	Warsaw	Jakarta	Paris
Daniel has a sister, played basketball, sang in a choir and now lives in Finland, Joe lives in Beijing, Sebastian lives in Warsaw, Jake lives in Jakarta and Rowan lives in Paris.	The capital of Daniel's country is [MASK].	Helsinki	Beijing	Warsaw	Jakarta	Paris
John lives in Finland, Jack lives in Paris, Jake lives in Santiago, Daniel lives in Beijing and Rowan lives in Jakarta.	The capital of John's country is [MASK].	Helsinki	Paris	Santiago	Beijing	Jakarta
John has a sister and now lives in Finland, Jack lives in Paris, Jake lives in Santiago, Daniel lives in Beijing and Rowan lives in Jakarta.	The capital of John's country is [MASK].	Helsinki	Paris	Santiago	Beijing	Jakarta
John has a sister, played basketball and now lives in Finland, Jack lives in Paris, Jake lives in Santiago, Daniel lives in Beijing and Rowan lives in Jakarta.	The capital of John's country is [MASK].	Helsinki	Paris	Santiago	Beijing	Jakarta
John has a sister, played basketball, sang in a choir and now lives in Finland, Jack lives in Paris, Jake lives in Santiago, Daniel lives in Beijing and Rowan lives in Jakarta.	The capital of John's country is [MASK].	Helsinki	Paris	Santiago	Beijing	Jakarta
Rowan lives in Finland, Jake lives in Paris, Joe lives in Santiago, Jack lives in Beijing and Daniel lives in Warsaw.	The capital of Rowan's country is [MASK].	Helsinki	Paris	Santiago	Beijing	Warsaw
Rowan has a sister and now lives in Finland, Jake lives in Paris, Joe lives in Santiago, Jack lives in Beijing and Daniel lives in Warsaw.	The capital of Rowan's country is [MASK].	Helsinki	Paris	Santiago	Beijing	Warsaw
Rowan has a sister, played basketball and now lives in Finland, Jake lives in Paris, Joe lives in Santiago, Jack lives in Beijing and Daniel lives in Warsaw.	The capital of Rowan's country is [MASK].	Helsinki	Paris	Santiago	Beijing	Warsaw
Rowan has a sister, played basketball, sang in a choir and now lives in Finland, Jake lives in Paris, Joe lives in Santiago, Jack lives in Beijing and Daniel lives in Warsaw.	The capital of Rowan's country is [MASK].	Helsinki	Paris	Santiago	Beijing	Warsaw
Daniel lives in Finland, Joe lives in Paris, Sebastian lives in Santiago, Rowan lives in Jakarta and Jake lives in Beijing.	The capital of Daniel's country is [MASK].	Helsinki	Paris	Santiago	Jakarta	Beijing
Daniel has a sister and now lives in Finland, Joe lives in Paris, Sebastian lives in Santiago, Rowan lives in Jakarta and Jake lives in Beijing.	The capital of Daniel's country is [MASK].	Helsinki	Paris	Santiago	Jakarta	Beijing
Daniel has a sister, played basketball and now lives in Finland, Joe lives in Paris, Sebastian lives in Santiago, Rowan lives in Jakarta and Jake lives in Beijing.	The capital of Daniel's country is [MASK].	Helsinki	Paris	Santiago	Jakarta	Beijing
Daniel has a sister, played basketball, sang in a choir and now lives in Finland, Joe lives in Paris, Sebastian lives in Santiago, Rowan lives in Jakarta and Jake lives in Beijing.	The capital of Daniel's country is [MASK].	Helsinki	Paris	Santiago	Jakarta	Beijing
John lives in Finland, Joe lives in Paris, Sebastian lives in Santiago, Jake lives in Jakarta and Daniel lives in Warsaw.	The capital of John's country is [MASK].	Helsinki	Paris	Santiago	Jakarta	Warsaw
John has a sister and now lives in Finland, Joe lives in Paris, Sebastian lives in Santiago, Jake lives in Jakarta and Daniel lives in Warsaw.	The capital of John's country is [MASK].	Helsinki	Paris	Santiago	Jakarta	Warsaw
John has a sister, played basketball and now lives in Finland, Joe lives in Paris, Sebastian lives in Santiago, Jake lives in Jakarta and Daniel lives in Warsaw.	The capital of John's country is [MASK].	Helsinki	Paris	Santiago	Jakarta	Warsaw
John has a sister, played basketball, sang in a choir and now lives in Finland, Joe lives in Paris, Sebastian lives in Santiago, Jake lives in Jakarta and Daniel lives in Warsaw.	The capital of John's country is [MASK].	Helsinki	Paris	Santiago	Jakarta	Warsaw
Joe lives in Finland, Sebastian lives in Paris, Jack lives in Santiago, Rowan lives in Warsaw and John lives in Beijing.	The capital of Joe's country is [MASK].	Helsinki	Paris	Santiago	Warsaw	Beijing
Joe has a sister and now lives in Finland, Sebastian lives in Paris, Jack lives in Santiago, Rowan lives in Warsaw and John lives in Beijing.	The capital of Joe's country is [MASK].	Helsinki	Paris	Santiago	Warsaw	Beijing
Joe has a sister, played basketball and now lives in Finland, Sebastian lives in Paris, Jack lives in Santiago, Rowan lives in Warsaw and John lives in Beijing.	The capital of Joe's country is [MASK].	Helsinki	Paris	Santiago	Warsaw	Beijing
Joe has a sister, played basketball, sang in a choir and now lives in Finland, Sebastian lives in Paris, Jack lives in Santiago, Rowan lives in Warsaw and John lives in Beijing.	The capital of Joe's country is [MASK].	Helsinki	Paris	Santiago	Warsaw	Beijing
John lives in Finland, Joe lives in Paris, Rowan lives in Santiago, Jake lives in Warsaw and Daniel lives in Jakarta.	The capital of John's country is [MASK].	Helsinki	Paris	Santiago	Warsaw	Jakarta
John has a sister and now lives in Finland, Joe lives in Paris, Rowan lives in Santiago, Jake lives in Warsaw and Daniel lives in Jakarta.	The capital of John's country is [MASK].	Helsinki	Paris	Santiago	Warsaw	Jakarta
John has a sister, played basketball and now lives in Finland, Joe lives in Paris, Rowan lives in Santiago, Jake lives in Warsaw and Daniel lives in Jakarta.	The capital of John's country is [MASK].	Helsinki	Paris	Santiago	Warsaw	Jakarta
John has a sister, played basketball, sang in a choir and now lives in Finland, Joe lives in Paris, Rowan lives in Santiago, Jake lives in Warsaw and Daniel lives in Jakarta.	The capital of John's country is [MASK].	Helsinki	Paris	Santiago	Warsaw	Jakarta
Jack lives in Finland, Jake lives in Paris, Daniel lives in Beijing, Rowan lives in Santiago and Joe lives in Jakarta.	The capital of Jack's country is [MASK].	Helsinki	Paris	Beijing	Santiago	Jakarta
Jack has a sister and now lives in Finland, Jake lives in Paris, Daniel lives in Beijing, Rowan lives in Santiago and Joe lives in Jakarta.	The capital of Jack's country is [MASK].	Helsinki	Paris	Beijing	Santiago	Jakarta
Jack has a sister, played basketball and now lives in Finland, Jake lives in Paris, Daniel lives in Beijing, Rowan lives in Santiago and Joe lives in Jakarta.	The capital of Jack's country is [MASK].	Helsinki	Paris	Beijing	Santiago	Jakarta
Jack has a sister, played basketball, sang in a choir and now lives in Finland, Jake lives in Paris, Daniel lives in Beijing, Rowan lives in Santiago and Joe lives in Jakarta.	The capital of Jack's country is [MASK].	Helsinki	Paris	Beijing	Santiago	Jakarta
Jake lives in Finland, Joe lives in Paris, Jack lives in Beijing, Daniel lives in Santiago and Sebastian lives in Warsaw.	The capital of Jake's country is [MASK].	Helsinki	Paris	Beijing	Santiago	Warsaw
Jake has a sister and now lives in Finland, Joe lives in Paris, Jack lives in Beijing, Daniel lives in Santiago and Sebastian lives in Warsaw.	The capital of Jake's country is [MASK].	Helsinki	Paris	Beijing	Santiago	Warsaw
Jake has a sister, played basketball and now lives in Finland, Joe lives in Paris, Jack lives in Beijing, Daniel lives in Santiago and Sebastian lives in Warsaw.	The capital of Jake's country is [MASK].	Helsinki	Paris	Beijing	Santiago	Warsaw
Jake has a sister, played basketball, sang in a choir and now lives in Finland, Joe lives in Paris, Jack lives in Beijing, Daniel lives in Santiago and Sebastian lives in Warsaw.	The capital of Jake's country is [MASK].	Helsinki	Paris	Beijing	Santiago	Warsaw
Jake lives in Finland, Joe lives in Paris, Jack lives in Beijing, John lives in Jakarta and Daniel lives in Santiago.	The capital of Jake's country is [MASK].	Helsinki	Paris	Beijing	Jakarta	Santiago
Jake has a sister and now lives in Finland, Joe lives in Paris, Jack lives in Beijing, John lives in Jakarta and Daniel lives in Santiago.	The capital of Jake's country is [MASK].	Helsinki	Paris	Beijing	Jakarta	Santiago
Jake has a sister, played basketball and now lives in Finland, Joe lives in Paris, Jack lives in Beijing, John lives in Jakarta and Daniel lives in Santiago.	The capital of Jake's country is [MASK].	Helsinki	Paris	Beijing	Jakarta	Santiago
Jake has a sister, played basketball, sang in a choir and now lives in Finland, Joe lives in Paris, Jack lives in Beijing, John lives in Jakarta and Daniel lives in Santiago.	The capital of Jake's country is [MASK].	Helsinki	Paris	Beijing	Jakarta	Santiago
Daniel lives in Finland, John lives in Paris, Rowan lives in Beijing, Sebastian lives in Jakarta and Jake lives in Warsaw.	The capital of Daniel's country is [MASK].	Helsinki	Paris	Beijing	Jakarta	Warsaw
Daniel has a sister and now lives in Finland, John lives in Paris, Rowan lives in Beijing, Sebastian lives in Jakarta and Jake lives in Warsaw.	The capital of Daniel's country is [MASK].	Helsinki	Paris	Beijing	Jakarta	Warsaw
Daniel has a sister, played basketball and now lives in Finland, John lives in Paris, Rowan lives in Beijing, Sebastian lives in Jakarta and Jake lives in Warsaw.	The capital of Daniel's country is [MASK].	Helsinki	Paris	Beijing	Jakarta	Warsaw
Daniel has a sister, played basketball, sang in a choir and now lives in Finland, John lives in Paris, Rowan lives in Beijing, Sebastian lives in Jakarta and Jake lives in Warsaw.	The capital of Daniel's country is [MASK].	Helsinki	Paris	Beijing	Jakarta	Warsaw
Joe lives in Finland, Jake lives in Paris, Jack lives in Beijing, Daniel lives in Warsaw and Sebastian lives in Santiago.	The capital of Joe's country is [MASK].	Helsinki	Paris	Beijing	Warsaw	Santiago
Joe has a sister and now lives in Finland, Jake lives in Paris, Jack lives in Beijing, Daniel lives in Warsaw and Sebastian lives in Santiago.	The capital of Joe's country is [MASK].	Helsinki	Paris	Beijing	Warsaw	Santiago
Joe has a sister, played basketball and now lives in Finland, Jake lives in Paris, Jack lives in Beijing, Daniel lives in Warsaw and Sebastian lives in Santiago.	The capital of Joe's country is [MASK].	Helsinki	Paris	Beijing	Warsaw	Santiago
Joe has a sister, played basketball, sang in a choir and now lives in Finland, Jake lives in Paris, Jack lives in Beijing, Daniel lives in Warsaw and Sebastian lives in Santiago.	The capital of Joe's country is [MASK].	Helsinki	Paris	Beijing	Warsaw	Santiago
Sebastian lives in Finland, Joe lives in Paris, Rowan lives in Beijing, Jack lives in Warsaw and Daniel lives in Jakarta.	The capital of Sebastian's country is [MASK].	Helsinki	Paris	Beijing	Warsaw	Jakarta
Sebastian has a sister and now lives in Finland, Joe lives in Paris, Rowan lives in Beijing, Jack lives in Warsaw and Daniel lives in Jakarta.	The capital of Sebastian's country is [MASK].	Helsinki	Paris	Beijing	Warsaw	Jakarta
Sebastian has a sister, played basketball and now lives in Finland, Joe lives in Paris, Rowan lives in Beijing, Jack lives in Warsaw and Daniel lives in Jakarta.	The capital of Sebastian's country is [MASK].	Helsinki	Paris	Beijing	Warsaw	Jakarta
Sebastian has a sister, played basketball, sang in a choir and now lives in Finland, Joe lives in Paris, Rowan lives in Beijing, Jack lives in Warsaw and Daniel lives in Jakarta.	The capital of Sebastian's country is [MASK].	Helsinki	Paris	Beijing	Warsaw	Jakarta
Joe lives in Finland, Jake lives in Paris, Sebastian lives in Jakarta, Jack lives in Santiago and Daniel lives in Beijing.	The capital of Joe's country is [MASK].	Helsinki	Paris	Jakarta	Santiago	Beijing
Joe has a sister and now lives in Finland, Jake lives in Paris, Sebastian lives in Jakarta, Jack lives in Santiago and Daniel lives in Beijing.	The capital of Joe's country is [MASK].	Helsinki	Paris	Jakarta	Santiago	Beijing
Joe has a sister, played basketball and now lives in Finland, Jake lives in Paris, Sebastian lives in Jakarta, Jack lives in Santiago and Daniel lives in Beijing.	The capital of Joe's country is [MASK].	Helsinki	Paris	Jakarta	Santiago	Beijing
Joe has a sister, played basketball, sang in a choir and now lives in Finland, Jake lives in Paris, Sebastian lives in Jakarta, Jack lives in Santiago and Daniel lives in Beijing.	The capital of Joe's country is [MASK].	Helsinki	Paris	Jakarta	Santiago	Beijing
John lives in Finland, Sebastian lives in Paris, Daniel lives in Jakarta, Rowan lives in Santiago and Jack lives in Warsaw.	The capital of John's country is [MASK].	Helsinki	Paris	Jakarta	Santiago	Warsaw
John has a sister and now lives in Finland, Sebastian lives in Paris, Daniel lives in Jakarta, Rowan lives in Santiago and Jack lives in Warsaw.	The capital of John's country is [MASK].	Helsinki	Paris	Jakarta	Santiago	Warsaw
John has a sister, played basketball and now lives in Finland, Sebastian lives in Paris, Daniel lives in Jakarta, Rowan lives in Santiago and Jack lives in Warsaw.	The capital of John's country is [MASK].	Helsinki	Paris	Jakarta	Santiago	Warsaw
John has a sister, played basketball, sang in a choir and now lives in Finland, Sebastian lives in Paris, Daniel lives in Jakarta, Rowan lives in Santiago and Jack lives in Warsaw.	The capital of John's country is [MASK].	Helsinki	Paris	Jakarta	Santiago	Warsaw
Sebastian lives in Finland, Jack lives in Paris, Jake lives in Jakarta, Rowan lives in Beijing and John lives in Santiago.	The capital of Sebastian's country is [MASK].	Helsinki	Paris	Jakarta	Beijing	Santiago
Sebastian has a sister and now lives in Finland, Jack lives in Paris, Jake lives in Jakarta, Rowan lives in Beijing and John lives in Santiago.	The capital of Sebastian's country is [MASK].	Helsinki	Paris	Jakarta	Beijing	Santiago
Sebastian has a sister, played basketball and now lives in Finland, Jack lives in Paris, Jake lives in Jakarta, Rowan lives in Beijing and John lives in Santiago.	The capital of Sebastian's country is [MASK].	Helsinki	Paris	Jakarta	Beijing	Santiago
Sebastian has a sister, played basketball, sang in a choir and now lives in Finland, Jack lives in Paris, Jake lives in Jakarta, Rowan lives in Beijing and John lives in Santiago.	The capital of Sebastian's country is [MASK].	Helsinki	Paris	Jakarta	Beijing	Santiago
Jack lives in Finland, Rowan lives in Paris, Jake lives in Jakarta, Daniel lives in Beijing and Sebastian lives in Warsaw.	The capital of Jack's country is [MASK].	Helsinki	Paris	Jakarta	Beijing	Warsaw
Jack has a sister and now lives in Finland, Rowan lives in Paris, Jake lives in Jakarta, Daniel lives in Beijing and Sebastian lives in Warsaw.	The capital of Jack's country is [MASK].	Helsinki	Paris	Jakarta	Beijing	Warsaw
Jack has a sister, played basketball and now lives in Finland, Rowan lives in Paris, Jake lives in Jakarta, Daniel lives in Beijing and Sebastian lives in Warsaw.	The capital of Jack's country is [MASK].	Helsinki	Paris	Jakarta	Beijing	Warsaw
Jack has a sister, played basketball, sang in a choir and now lives in Finland, Rowan lives in Paris, Jake lives in Jakarta, Daniel lives in Beijing and Sebastian lives in Warsaw.	The capital of Jack's country is [MASK].	Helsinki	Paris	Jakarta	Beijing	Warsaw
Sebastian lives in Finland, Rowan lives in Paris, John lives in Jakarta, Jack lives in Warsaw and Joe lives in Santiago.	The capital of Sebastian's country is [MASK].	Helsinki	Paris	Jakarta	Warsaw	Santiago
Sebastian has a sister and now lives in Finland, Rowan lives in Paris, John lives in Jakarta, Jack lives in Warsaw and Joe lives in Santiago.	The capital of Sebastian's country is [MASK].	Helsinki	Paris	Jakarta	Warsaw	Santiago
Sebastian has a sister, played basketball and now lives in Finland, Rowan lives in Paris, John lives in Jakarta, Jack lives in Warsaw and Joe lives in Santiago.	The capital of Sebastian's country is [MASK].	Helsinki	Paris	Jakarta	Warsaw	Santiago
Sebastian has a sister, played basketball, sang in a choir and now lives in Finland, Rowan lives in Paris, John lives in Jakarta, Jack lives in Warsaw and Joe lives in Santiago.	The capital of Sebastian's country is [MASK].	Helsinki	Paris	Jakarta	Warsaw	Santiago
Rowan lives in Finland, John lives in Paris, Daniel lives in Jakarta, Jake lives in Warsaw and Jack lives in Beijing.	The capital of Rowan's country is [MASK].	Helsinki	Paris	Jakarta	Warsaw	Beijing
Rowan has a sister and now lives in Finland, John lives in Paris, Daniel lives in Jakarta, Jake lives in Warsaw and Jack lives in Beijing.	The capital of Rowan's country is [MASK].	Helsinki	Paris	Jakarta	Warsaw	Beijing
Rowan has a sister, played basketball and now lives in Finland, John lives in Paris, Daniel lives in Jakarta, Jake lives in Warsaw and Jack lives in Beijing.	The capital of Rowan's country is [MASK].	Helsinki	Paris	Jakarta	Warsaw	Beijing
Rowan has a sister, played basketball, sang in a choir and now lives in Finland, John lives in Paris, Daniel lives in Jakarta, Jake lives in Warsaw and Jack lives in Beijing.	The capital of Rowan's country is [MASK].	Helsinki	Paris	Jakarta	Warsaw	Beijing
John lives in Finland, Rowan lives in Paris, Sebastian lives in Warsaw, Daniel lives in Santiago and Jake lives in Beijing.	The capital of John's country is [MASK].	Helsinki	Paris	Warsaw	Santiago	Beijing
John has a sister and now lives in Finland, Rowan lives in Paris, Sebastian lives in Warsaw, Daniel lives in Santiago and Jake lives in Beijing.	The capital of John's country is [MASK].	Helsinki	Paris	Warsaw	Santiago	Beijing
John has a sister, played basketball and now lives in Finland, Rowan lives in Paris, Sebastian lives in Warsaw, Daniel lives in Santiago and Jake lives in Beijing.	The capital of John's country is [MASK].	Helsinki	Paris	Warsaw	Santiago	Beijing
John has a sister, played basketball, sang in a choir and now lives in Finland, Rowan lives in Paris, Sebastian lives in Warsaw, Daniel lives in Santiago and Jake lives in Beijing.	The capital of John's country is [MASK].	Helsinki	Paris	Warsaw	Santiago	Beijing
Joe lives in Finland, Daniel lives in Paris, Rowan lives in Warsaw, Jake lives in Santiago and John lives in Jakarta.	The capital of Joe's country is [MASK].	Helsinki	Paris	Warsaw	Santiago	Jakarta
Joe has a sister and now lives in Finland, Daniel lives in Paris, Rowan lives in Warsaw, Jake lives in Santiago and John lives in Jakarta.	The capital of Joe's country is [MASK].	Helsinki	Paris	Warsaw	Santiago	Jakarta
Joe has a sister, played basketball and now lives in Finland, Daniel lives in Paris, Rowan lives in Warsaw, Jake lives in Santiago and John lives in Jakarta.	The capital of Joe's country is [MASK].	Helsinki	Paris	Warsaw	Santiago	Jakarta
Joe has a sister, played basketball, sang in a choir and now lives in Finland, Daniel lives in Paris, Rowan lives in Warsaw, Jake lives in Santiago and John lives in Jakarta.	The capital of Joe's country is [MASK].	Helsinki	Paris	Warsaw	Santiago	Jakarta
Jake lives in Finland, Sebastian lives in Paris, Rowan lives in Warsaw, Jack lives in Beijing and Daniel lives in Santiago.	The capital of Jake's country is [MASK].	Helsinki	Paris	Warsaw	Beijing	Santiago
Jake has a sister and now lives in Finland, Sebastian lives in Paris, Rowan lives in Warsaw, Jack lives in Beijing and Daniel lives in Santiago.	The capital of Jake's country is [MASK].	Helsinki	Paris	Warsaw	Beijing	Santiago
Jake has a sister, played basketball and now lives in Finland, Sebastian lives in Paris, Rowan lives in Warsaw, Jack lives in Beijing and Daniel lives in Santiago.	The capital of Jake's country is [MASK].	Helsinki	Paris	Warsaw	Beijing	Santiago
