context	ending	target_occupation	attractor_1	attractor_2
Joe has a sister, played basketball and now lives in Indonesia, Jake lives in Paris and Jack lives in Santiago.	The capital of Joe's country is [MASK].	Jakarta	Paris	Santiago
Joe has a sister, played basketball, sang in a choir and now lives in Indonesia, Jake lives in Paris and Jack lives in Santiago.	The capital of Joe's country is [MASK].	Jakarta	Paris	Santiago
Sebastian lives in Indonesia, Jack lives in Paris and John lives in Beijing.	The capital of Sebastian's country is [MASK].	Jakarta	Paris	Beijing
Sebastian has a sister and now lives in Indonesia, Jack lives in Paris and John lives in Beijing.	The capital of Sebastian's country is [MASK].	Jakarta	Paris	Beijing
Sebastian has a sister, played basketball and now lives in Indonesia, Jack lives in Paris and John lives in Beijing.	The capital of Sebastian's country is [MASK].	Jakarta	Paris	Beijing
Sebastian has a sister, played basketball, sang in a choir and now lives in Indonesia, Jack lives in Paris and John lives in Beijing.	The capital of Sebastian's country is [MASK].	Jakarta	Paris	Beijing
Joe lives in Indonesia, John lives in Paris and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Jakarta	Paris	Helsinki
Joe has a sister and now lives in Indonesia, John lives in Paris and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Jakarta	Paris	Helsinki
Joe has a sister, played basketball and now lives in Indonesia, John lives in Paris and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Jakarta	Paris	Helsinki
Joe has a sister, played basketball, sang in a choir and now lives in Indonesia, John lives in Paris and Rowan lives in Helsinki.	The capital of Joe's country is [MASK].	Jakarta	Paris	Helsinki
Daniel lives in Indonesia, Rowan lives in Paris and Jake lives in Warsaw.	The capital of Daniel's country is [MASK].	Jakarta	Paris	Warsaw
Daniel has a sister and now lives in Indonesia, Rowan lives in Paris and Jake lives in Warsaw.	The capital of Daniel's country is [MASK].	Jakarta	Paris	Warsaw
Daniel has a sister, played basketball and now lives in Indonesia, Rowan lives in Paris and Jake lives in Warsaw.	The capital of Daniel's country is [MASK].	Jakarta	Paris	Warsaw
Daniel has a sister, played basketball, sang in a choir and now lives in Indonesia, Rowan lives in Paris and Jake lives in Warsaw.	The capital of Daniel's country is [MASK].	Jakarta	Paris	Warsaw
Sebastian lives in Indonesia, Jake lives in Warsaw and John lives in Santiago.	The capital of Sebastian's country is [MASK].	Jakarta	Warsaw	Santiago
Sebastian has a sister and now lives in Indonesia, Jake lives in Warsaw and John lives in Santiago.	The capital of Sebastian's country is [MASK].	Jakarta	Warsaw	Santiago
Sebastian has a sister, played basketball and now lives in Indonesia, Jake lives in Warsaw and John lives in Santiago.	The capital of Sebastian's country is [MASK].	Jakarta	Warsaw	Santiago
Sebastian has a sister, played basketball, sang in a choir and now lives in Indonesia, Jake lives in Warsaw and John lives in Santiago.	The capital of Sebastian's country is [MASK].	Jakarta	Warsaw	Santiago
John lives in Indonesia, Jake lives in Warsaw and Daniel lives in Beijing.	The capital of John's country is [MASK].	Jakarta	Warsaw	Beijing
John has a sister and now lives in Indonesia, Jake lives in Warsaw and Daniel lives in Beijing.	The capital of John's country is [MASK].	Jakarta	Warsaw	Beijing
John has a sister, played basketball and now lives in Indonesia, Jake lives in Warsaw and Daniel lives in Beijing.	The capital of John's country is [MASK].	Jakarta	Warsaw	Beijing
John has a sister, played basketball, sang in a choir and now lives in Indonesia, Jake lives in Warsaw and Daniel lives in Beijing.	The capital of John's country is [MASK].	Jakarta	Warsaw	Beijing
Rowan lives in Indonesia, Sebastian lives in Warsaw and Daniel lives in Helsinki.	The capital of Rowan's country is [MASK].	Jakarta	Warsaw	Helsinki
Rowan has a sister and now lives in Indonesia, Sebastian lives in Warsaw and Daniel lives in Helsinki.	The capital of Rowan's country is [MASK].	Jakarta	Warsaw	Helsinki
Rowan has a sister, played basketball and now lives in Indonesia, Sebastian lives in Warsaw and Daniel lives in Helsinki.	The capital of Rowan's country is [MASK].	Jakarta	Warsaw	Helsinki
Rowan has a sister, played basketball, sang in a choir and now lives in Indonesia, Sebastian lives in Warsaw and Daniel lives in Helsinki.	The capital of Rowan's country is [MASK].	Jakarta	Warsaw	Helsinki
Rowan lives in Indonesia, Joe lives in Warsaw and Jack lives in Paris.	The capital of Rowan's country is [MASK].	Jakarta	Warsaw	Paris
Rowan has a sister and now lives in Indonesia, Joe lives in Warsaw and Jack lives in Paris.	The capital of Rowan's country is [MASK].	Jakarta	Warsaw	Paris
Rowan has a sister, played basketball and now lives in Indonesia, Joe lives in Warsaw and Jack lives in Paris.	The capital of Rowan's country is [MASK].	Jakarta	Warsaw	Paris
Rowan has a sister, played basketball, sang in a choir and now lives in Indonesia, Joe lives in Warsaw and Jack lives in Paris.	The capital of Rowan's country is [MASK].	Jakarta	Warsaw	Paris
Rowan lives in Poland, Jake lives in Santiago and Joe lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Beijing
Rowan has a sister and now lives in Poland, Jake lives in Santiago and Joe lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Beijing
Rowan has a sister, played basketball and now lives in Poland, Jake lives in Santiago and Joe lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Beijing
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, Jake lives in Santiago and Joe lives in Beijing.	The capital of Rowan's country is [MASK].	Warsaw	Santiago	Beijing
Sebastian lives in Poland, John lives in Santiago and Rowan lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Helsinki
Sebastian has a sister and now lives in Poland, John lives in Santiago and Rowan lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Helsinki
Sebastian has a sister, played basketball and now lives in Poland, John lives in Santiago and Rowan lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Helsinki
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Santiago and Rowan lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Helsinki
Sebastian lives in Poland, Daniel lives in Santiago and Jake lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Paris
Sebastian has a sister and now lives in Poland, Daniel lives in Santiago and Jake lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Paris
Sebastian has a sister, played basketball and now lives in Poland, Daniel lives in Santiago and Jake lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Paris
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Santiago and Jake lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Paris
Sebastian lives in Poland, Joe lives in Santiago and Daniel lives in Jakarta.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Jakarta
Sebastian has a sister and now lives in Poland, Joe lives in Santiago and Daniel lives in Jakarta.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Jakarta
Sebastian has a sister, played basketball and now lives in Poland, Joe lives in Santiago and Daniel lives in Jakarta.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Jakarta
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Joe lives in Santiago and Daniel lives in Jakarta.	The capital of Sebastian's country is [MASK].	Warsaw	Santiago	Jakarta
Jake lives in Poland, Rowan lives in Beijing and John lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Santiago
Jake has a sister and now lives in Poland, Rowan lives in Beijing and John lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Santiago
Jake has a sister, played basketball and now lives in Poland, Rowan lives in Beijing and John lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Santiago
Jake has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Beijing and John lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Beijing	Santiago
John lives in Poland, Rowan lives in Beijing and Jack lives in Helsinki.	The capital of John's country is [MASK].	Warsaw	Beijing	Helsinki
John has a sister and now lives in Poland, Rowan lives in Beijing and Jack lives in Helsinki.	The capital of John's country is [MASK].	Warsaw	Beijing	Helsinki
John has a sister, played basketball and now lives in Poland, Rowan lives in Beijing and Jack lives in Helsinki.	The capital of John's country is [MASK].	Warsaw	Beijing	Helsinki
John has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Beijing and Jack lives in Helsinki.	The capital of John's country is [MASK].	Warsaw	Beijing	Helsinki
John lives in Poland, Rowan lives in Beijing and Daniel lives in Paris.	The capital of John's country is [MASK].	Warsaw	Beijing	Paris
John has a sister and now lives in Poland, Rowan lives in Beijing and Daniel lives in Paris.	The capital of John's country is [MASK].	Warsaw	Beijing	Paris
John has a sister, played basketball and now lives in Poland, Rowan lives in Beijing and Daniel lives in Paris.	The capital of John's country is [MASK].	Warsaw	Beijing	Paris
John has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Beijing and Daniel lives in Paris.	The capital of John's country is [MASK].	Warsaw	Beijing	Paris
Rowan lives in Poland, Jack lives in Beijing and John lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Jakarta
Rowan has a sister and now lives in Poland, Jack lives in Beijing and John lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Jakarta
Rowan has a sister, played basketball and now lives in Poland, Jack lives in Beijing and John lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Jakarta
Rowan has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Beijing and John lives in Jakarta.	The capital of Rowan's country is [MASK].	Warsaw	Beijing	Jakarta
Jake lives in Poland, Jack lives in Helsinki and Sebastian lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Helsinki	Santiago
Jake has a sister and now lives in Poland, Jack lives in Helsinki and Sebastian lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Helsinki	Santiago
Jake has a sister, played basketball and now lives in Poland, Jack lives in Helsinki and Sebastian lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Helsinki	Santiago
Jake has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Helsinki and Sebastian lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Helsinki	Santiago
Joe lives in Poland, Daniel lives in Helsinki and John lives in Beijing.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Beijing
Joe has a sister and now lives in Poland, Daniel lives in Helsinki and John lives in Beijing.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Beijing
Joe has a sister, played basketball and now lives in Poland, Daniel lives in Helsinki and John lives in Beijing.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Beijing
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Helsinki and John lives in Beijing.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Beijing
Daniel lives in Poland, Rowan lives in Helsinki and John lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Helsinki	Paris
Daniel has a sister and now lives in Poland, Rowan lives in Helsinki and John lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Helsinki	Paris
Daniel has a sister, played basketball and now lives in Poland, Rowan lives in Helsinki and John lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Helsinki	Paris
Daniel has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Helsinki and John lives in Paris.	The capital of Daniel's country is [MASK].	Warsaw	Helsinki	Paris
Joe lives in Poland, Sebastian lives in Helsinki and Daniel lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Jakarta
Joe has a sister and now lives in Poland, Sebastian lives in Helsinki and Daniel lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Jakarta
Joe has a sister, played basketball and now lives in Poland, Sebastian lives in Helsinki and Daniel lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Jakarta
Joe has a sister, played basketball, sang in a choir and now lives in Poland, Sebastian lives in Helsinki and Daniel lives in Jakarta.	The capital of Joe's country is [MASK].	Warsaw	Helsinki	Jakarta
Sebastian lives in Poland, Rowan lives in Paris and Daniel lives in Santiago.	The capital of Sebastian's country is [MASK].	Warsaw	Paris	Santiago
Sebastian has a sister and now lives in Poland, Rowan lives in Paris and Daniel lives in Santiago.	The capital of Sebastian's country is [MASK].	Warsaw	Paris	Santiago
Sebastian has a sister, played basketball and now lives in Poland, Rowan lives in Paris and Daniel lives in Santiago.	The capital of Sebastian's country is [MASK].	Warsaw	Paris	Santiago
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Paris and Daniel lives in Santiago.	The capital of Sebastian's country is [MASK].	Warsaw	Paris	Santiago
John lives in Poland, Daniel lives in Paris and Joe lives in Beijing.	The capital of John's country is [MASK].	Warsaw	Paris	Beijing
John has a sister and now lives in Poland, Daniel lives in Paris and Joe lives in Beijing.	The capital of John's country is [MASK].	Warsaw	Paris	Beijing
John has a sister, played basketball and now lives in Poland, Daniel lives in Paris and Joe lives in Beijing.	The capital of John's country is [MASK].	Warsaw	Paris	Beijing
John has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Paris and Joe lives in Beijing.	The capital of John's country is [MASK].	Warsaw	Paris	Beijing
Jack lives in Poland, Rowan lives in Paris and Sebastian lives in Helsinki.	The capital of Jack's country is [MASK].	Warsaw	Paris	Helsinki
Jack has a sister and now lives in Poland, Rowan lives in Paris and Sebastian lives in Helsinki.	The capital of Jack's country is [MASK].	Warsaw	Paris	Helsinki
Jack has a sister, played basketball and now lives in Poland, Rowan lives in Paris and Sebastian lives in Helsinki.	The capital of Jack's country is [MASK].	Warsaw	Paris	Helsinki
Jack has a sister, played basketball, sang in a choir and now lives in Poland, Rowan lives in Paris and Sebastian lives in Helsinki.	The capital of Jack's country is [MASK].	Warsaw	Paris	Helsinki
Daniel lives in Poland, Sebastian lives in Paris and Jack lives in Jakarta.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Jakarta
Daniel has a sister and now lives in Poland, Sebastian lives in Paris and Jack lives in Jakarta.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Jakarta
Daniel has a sister, played basketball and now lives in Poland, Sebastian lives in Paris and Jack lives in Jakarta.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Jakarta
Daniel has a sister, played basketball, sang in a choir and now lives in Poland, Sebastian lives in Paris and Jack lives in Jakarta.	The capital of Daniel's country is [MASK].	Warsaw	Paris	Jakarta
Jake lives in Poland, Jack lives in Jakarta and Daniel lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Jakarta	Santiago
Jake has a sister and now lives in Poland, Jack lives in Jakarta and Daniel lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Jakarta	Santiago
Jake has a sister, played basketball and now lives in Poland, Jack lives in Jakarta and Daniel lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Jakarta	Santiago
Jake has a sister, played basketball, sang in a choir and now lives in Poland, Jack lives in Jakarta and Daniel lives in Santiago.	The capital of Jake's country is [MASK].	Warsaw	Jakarta	Santiago
Sebastian lives in Poland, Joe lives in Jakarta and Jake lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Jakarta	Beijing
Sebastian has a sister and now lives in Poland, Joe lives in Jakarta and Jake lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Jakarta	Beijing
Sebastian has a sister, played basketball and now lives in Poland, Joe lives in Jakarta and Jake lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Jakarta	Beijing
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Joe lives in Jakarta and Jake lives in Beijing.	The capital of Sebastian's country is [MASK].	Warsaw	Jakarta	Beijing
Sebastian lives in Poland, Daniel lives in Jakarta and Joe lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Jakarta	Helsinki
Sebastian has a sister and now lives in Poland, Daniel lives in Jakarta and Joe lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Jakarta	Helsinki
Sebastian has a sister, played basketball and now lives in Poland, Daniel lives in Jakarta and Joe lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Jakarta	Helsinki
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, Daniel lives in Jakarta and Joe lives in Helsinki.	The capital of Sebastian's country is [MASK].	Warsaw	Jakarta	Helsinki
Sebastian lives in Poland, John lives in Jakarta and Daniel lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Jakarta	Paris
Sebastian has a sister and now lives in Poland, John lives in Jakarta and Daniel lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Jakarta	Paris
Sebastian has a sister, played basketball and now lives in Poland, John lives in Jakarta and Daniel lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Jakarta	Paris
Sebastian has a sister, played basketball, sang in a choir and now lives in Poland, John lives in Jakarta and Daniel lives in Paris.	The capital of Sebastian's country is [MASK].	Warsaw	Jakarta	Paris
